claim_id,claim_type,claim_amount,policy_limit,premium,policy_age_days,prior_claims,report_delay_days,police_report
CLM-026054,Auto,7517,15034,252,63,0,2,yes
CLM-050780,Auto,9942,19884,96,24,0,2,yes
CLM-010360,Property,9069,18138,756,189,0,2,yes
CLM-053873,Auto,7517,15034,120,30,0,2,yes
CLM-013962,Health,11586,23172,12,3,0,2,yes
CLM-040022,Property,8696,17392,96,24,0,2,yes
CLM-028467,Property,9069,18138,216,54,0,2,yes
CLM-004777,Health,11586,23172,108,27,0,2,yes
CLM-021206,Auto,7773,15546,120,30,0,2,yes
CLM-001134,Property,9444,18888,1308,327,0,2,yes
CLM-037611,Property,9444,18888,372,93,0,2,yes
CLM-031330,Liability,8251,16502,1152,288,0,2,yes
CLM-007363,Health,11586,23172,312,78,0,2,yes
CLM-010314,Auto,7517,15034,444,111,0,2,yes
CLM-054850,Property,10444,20888,1068,267,0,2,yes
CLM-045537,Health,11586,23172,132,33,0,2,yes
CLM-012308,Auto,7517,15034,36,9,0,2,yes
CLM-051940,Property,9069,18138,36,9,0,2,yes
CLM-043048,Health,11586,23172,1416,354,0,2,yes
CLM-051040,Property,9069,18138,1152,288,0,2,yes
CLM-007342,Auto,7517,15034,240,60,0,2,yes
CLM-050485,Liability,8251,16502,288,72,0,2,yes
CLM-021229,Auto,7517,15034,252,63,0,2,yes
CLM-006763,Health,11586,23172,1404,351,0,2,yes
CLM-052963,Property,9069,18138,108,27,0,2,yes
CLM-052218,Property,9069,18138,1296,324,0,2,yes
CLM-036833,Property,9069,18138,1368,342,0,2,yes
CLM-005506,Property,9069,18138,108,27,0,2,yes
CLM-030024,Property,9069,18138,960,240,0,18,no
CLM-023774,Auto,7517,15034,1320,330,0,2,yes
CLM-054442,Auto,7517,15034,336,84,0,2,yes
CLM-012778,Auto,9942,19884,792,198,0,2,yes
CLM-047502,Property,10444,20888,576,144,0,2,yes
CLM-055001,Health,11586,23172,1440,360,0,2,yes
CLM-055016,Health,11586,23172,156,39,0,2,yes
CLM-000618,Property,9069,18138,144,36,0,2,yes
CLM-041346,Auto,7517,15034,180,45,0,2,yes
CLM-056423,Auto,7517,15034,276,69,0,2,yes
CLM-026124,Health,11586,23172,360,90,0,2,yes
CLM-045908,Property,9069,18138,588,147,0,2,yes
CLM-016134,Health,11586,23172,1488,372,0,2,yes
CLM-024307,Health,11586,23172,1452,363,0,2,yes
CLM-019676,Property,9069,18138,360,90,0,2,yes
CLM-041070,Property,9069,18138,108,27,0,2,yes
CLM-010581,Health,11586,23172,1464,366,0,2,yes
CLM-046776,Health,11586,23172,1500,375,0,2,yes
CLM-026029,Property,9069,18138,1236,309,0,2,yes
CLM-001834,Liability,8251,16502,1200,300,0,2,yes
CLM-029726,Health,11586,23172,1368,342,0,2,yes
CLM-004294,Property,9444,18888,1332,333,0,2,yes
CLM-024549,Property,9069,18138,1308,327,0,2,yes
CLM-039468,Liability,9069,18138,252,63,0,2,yes
CLM-005778,Property,9069,18138,996,249,0,2,yes
CLM-046641,Auto,7517,15034,324,81,0,2,yes
CLM-030051,Property,9444,18888,1452,363,0,2,yes
CLM-036089,Property,9069,18138,228,57,0,2,yes
CLM-004959,Health,11586,23172,192,48,0,2,yes
CLM-039512,Property,9069,18138,1452,363,0,2,yes
CLM-002608,Property,9069,18138,96,24,0,2,yes
CLM-036174,Property,9069,18138,1344,336,0,2,yes
CLM-027021,Property,8696,17392,1368,342,0,2,yes
CLM-033966,Auto,7517,15034,516,129,0,2,yes
CLM-021496,Property,9069,18138,1416,354,0,2,yes
CLM-056419,Auto,9942,19884,696,174,0,2,yes
CLM-017258,Property,9069,18138,108,27,0,2,yes
CLM-014629,Auto,7773,15546,852,213,0,2,yes
CLM-019478,Health,11586,23172,1284,321,0,2,yes
CLM-031393,Property,8696,17392,1260,315,0,2,yes
CLM-020263,Property,9444,18888,660,165,0,2,yes
CLM-027360,Liability,10698,21396,1356,339,0,2,yes
CLM-002738,Auto,7517,15034,1152,288,0,2,yes
CLM-023460,Property,9069,18138,1332,333,0,2,yes
CLM-021361,Property,9069,18138,192,48,0,2,yes
CLM-028840,Auto,7517,15034,60,15,0,2,yes
CLM-022860,Auto,9942,19884,684,171,0,2,yes
CLM-033705,Auto,7517,15034,420,105,0,2,yes
CLM-013105,Health,11586,23172,108,27,0,2,yes
CLM-021794,Property,9069,18138,360,90,0,2,yes
CLM-035319,Liability,8251,16502,1368,342,0,18,no
CLM-009615,Auto,7517,15034,1284,321,0,18,no
CLM-003958,Auto,7517,15034,72,18,0,2,yes
CLM-052596,Property,9069,18138,1020,255,0,2,yes
CLM-012271,Health,11586,23172,1236,309,0,2,yes
CLM-029387,Property,8696,17392,1332,333,0,2,yes
CLM-010489,Auto,9942,19884,1212,303,0,18,no
CLM-007281,Health,11586,23172,1428,357,0,2,yes
CLM-054866,Health,11586,23172,1284,321,0,2,yes
CLM-024121,Property,8696,17392,192,48,0,2,yes
CLM-041408,Health,11586,23172,12,3,0,2,yes
CLM-043361,Auto,7517,15034,864,216,0,2,yes
CLM-010363,Auto,7517,15034,1164,291,0,2,yes
CLM-005879,Health,11586,23172,1392,348,0,2,yes
CLM-052001,Auto,7517,15034,0,0,0,2,yes
CLM-024661,Auto,7517,15034,804,201,0,2,yes
CLM-021870,Auto,7773,15546,1296,324,0,2,yes
CLM-044110,Auto,7517,15034,108,27,0,2,yes
CLM-032512,Auto,7517,15034,1380,345,0,2,yes
CLM-048854,Property,9069,18138,156,39,0,2,yes
CLM-004393,Auto,7517,15034,360,90,0,2,yes
CLM-026405,Property,9069,18138,804,201,0,2,yes
CLM-051914,Liability,9069,18138,972,243,0,2,yes
CLM-046065,Liability,9069,18138,876,219,0,2,yes
CLM-034465,Auto,7773,15546,336,84,0,2,yes
CLM-039418,Health,11586,23172,1476,369,0,2,yes
CLM-004764,Liability,9069,18138,996,249,0,2,yes
CLM-023788,Health,11586,23172,1464,366,0,2,yes
CLM-036902,Health,11586,23172,0,0,0,2,yes
CLM-024539,Auto,7517,15034,468,117,0,2,yes
CLM-053916,Auto,7517,15034,768,192,0,2,yes
CLM-021700,Property,9069,18138,132,33,0,2,yes
CLM-022758,Health,11586,23172,1332,333,0,2,yes
CLM-027984,Liability,8251,16502,96,24,0,2,yes
CLM-000246,Health,11586,23172,444,111,0,2,yes
CLM-040615,Property,9069,18138,108,27,0,2,yes
CLM-048028,Property,8696,17392,1176,294,0,2,yes
CLM-020934,Auto,7517,15034,624,156,0,2,yes
CLM-035743,Property,9069,18138,1332,333,0,2,yes
CLM-040551,Health,11586,23172,228,57,0,2,yes
CLM-010257,Health,11586,23172,852,213,0,2,yes
CLM-019514,Liability,10698,21396,1272,318,0,2,yes
CLM-045092,Health,11586,23172,1104,276,0,2,yes
CLM-037062,Health,11586,23172,1320,330,0,2,yes
CLM-003708,Auto,7517,15034,1104,276,0,18,no
CLM-009271,Auto,7517,15034,1308,327,0,2,yes
CLM-044017,Property,9444,18888,96,24,0,2,yes
CLM-000516,Property,8696,17392,132,33,0,2,yes
CLM-026517,Property,9444,18888,1308,327,0,18,no
CLM-003669,Liability,8251,16502,108,27,0,2,yes
CLM-013400,Health,11586,23172,156,39,0,18,no
CLM-021352,Auto,7517,15034,1176,294,0,2,yes
CLM-002287,Property,9069,18138,468,117,0,2,yes
CLM-020391,Health,11586,23172,1272,318,0,2,yes
CLM-013327,Property,9069,18138,468,117,0,2,yes
CLM-021709,Property,8696,17392,168,42,0,2,yes
CLM-053739,Auto,7517,15034,1044,261,0,2,yes
CLM-011858,Auto,7517,15034,456,114,0,18,no
CLM-048865,Property,9069,18138,1368,342,0,2,yes
CLM-034530,Property,9069,18138,36,9,0,2,yes
CLM-029775,Property,9069,18138,120,30,0,2,yes
CLM-016735,Property,10444,20888,1152,288,0,2,yes
CLM-053417,Health,11586,23172,264,66,0,2,yes
CLM-004038,Property,9069,18138,840,210,0,2,yes
CLM-008127,Auto,7517,15034,1020,255,0,2,yes
CLM-043727,Health,11586,23172,1392,348,0,2,yes
CLM-042634,Property,9069,18138,300,75,0,2,yes
CLM-045964,Health,11586,23172,1236,309,0,2,yes
CLM-033739,Property,8696,17392,1296,324,0,18,no
CLM-000232,Health,11586,23172,12,3,0,2,yes
CLM-036125,Health,11586,23172,1212,303,0,2,yes
CLM-058452,Health,11586,23172,984,246,0,2,yes
CLM-014639,Auto,7517,15034,264,66,0,2,yes
CLM-009604,Property,9444,18888,324,81,0,2,yes
CLM-043045,Health,11586,23172,1248,312,0,2,yes
CLM-043058,Auto,7517,15034,444,111,0,2,yes
CLM-040492,Auto,7517,15034,384,96,0,2,yes
CLM-047356,Health,11586,23172,1452,363,0,2,yes
CLM-005180,Auto,7517,15034,504,126,0,2,yes
CLM-036839,Property,9069,18138,444,111,0,2,yes
CLM-008454,Property,8696,17392,1068,267,0,18,no
CLM-046733,Auto,7517,15034,816,204,0,2,yes
CLM-005925,Auto,7517,15034,180,45,0,2,yes
CLM-055821,Auto,7517,15034,780,195,0,2,yes
CLM-058537,Auto,7517,15034,48,12,0,2,yes
CLM-057695,Health,11586,23172,84,21,0,2,yes
CLM-032256,Property,8696,17392,1224,306,0,2,yes
CLM-015924,Auto,9942,19884,24,6,0,18,no
CLM-031694,Property,8696,17392,1080,270,0,2,yes
CLM-040129,Property,9069,18138,660,165,0,2,yes
CLM-045594,Property,9069,18138,1380,345,0,2,yes
CLM-058050,Auto,7517,15034,1152,288,0,2,yes
CLM-033164,Property,9069,18138,240,60,0,2,yes
CLM-015306,Health,11586,23172,84,21,0,2,yes
CLM-048807,Property,10444,20888,636,159,0,2,yes
CLM-053032,Auto,7517,15034,156,39,0,2,yes
CLM-054063,Health,11586,23172,1392,348,0,2,yes
CLM-024757,Auto,7517,15034,96,24,0,2,yes
CLM-038118,Property,9069,18138,300,75,0,2,yes
CLM-027518,Liability,9069,18138,1416,354,0,2,yes
CLM-002872,Property,9069,18138,456,114,0,2,yes
CLM-018685,Property,9069,18138,660,165,0,2,yes
CLM-015888,Property,9444,18888,1260,315,0,2,yes
CLM-041265,Auto,7517,15034,1152,288,0,2,yes
CLM-011634,Health,11586,23172,1440,360,0,2,yes
CLM-002312,Property,9069,18138,1416,354,0,2,yes
CLM-057640,Auto,7517,15034,60,15,0,2,yes
CLM-015665,Property,9069,18138,1308,327,0,2,yes
CLM-053584,Auto,7773,15546,420,105,0,2,yes
CLM-040600,Property,9069,18138,1224,306,0,2,yes
CLM-019159,Health,11586,23172,1428,357,0,18,no
CLM-048231,Property,8696,17392,1272,318,0,2,yes
CLM-001855,Health,11586,23172,108,27,0,2,yes
CLM-013414,Property,9069,18138,1368,342,0,18,no
CLM-044576,Auto,7517,15034,792,198,0,2,yes
CLM-040009,Auto,7517,15034,156,39,0,2,yes
CLM-015118,Property,9444,18888,1104,276,0,2,yes
CLM-053646,Property,9069,18138,108,27,0,2,yes
CLM-055836,Property,10444,20888,1440,360,0,2,yes
CLM-032527,Property,9069,18138,336,84,0,2,yes
CLM-049969,Property,8696,17392,600,150,0,2,yes
CLM-029921,Property,10444,20888,96,24,0,2,yes
CLM-012504,Auto,7517,15034,252,63,0,2,yes
CLM-026211,Health,11586,23172,828,207,0,2,yes
CLM-048597,Health,11586,23172,1380,345,0,2,yes
CLM-043937,Liability,9069,18138,492,123,0,2,yes
CLM-035027,Auto,7517,15034,408,102,0,2,yes
CLM-016805,Auto,7517,15034,732,183,0,2,yes
CLM-042526,Health,11586,23172,852,213,0,2,yes
CLM-043192,Health,11586,23172,1284,321,0,18,no
CLM-036661,Auto,7517,15034,528,132,0,2,yes
CLM-038571,Property,9444,18888,1320,330,0,2,yes
CLM-041765,Property,9444,18888,1500,375,0,2,yes
CLM-000144,Property,9069,18138,1236,309,0,2,yes
CLM-002013,Liability,8251,16502,1332,333,0,2,yes
CLM-045538,Property,9069,18138,84,21,0,2,yes
CLM-028344,Property,9069,18138,696,174,0,2,yes
CLM-026848,Health,11586,23172,900,225,0,2,yes
CLM-026865,Liability,8251,16502,588,147,0,2,yes
CLM-032748,Auto,7517,15034,480,120,0,2,yes
CLM-056326,Property,9069,18138,1176,294,0,2,yes
CLM-022672,Liability,8251,16502,780,195,0,2,yes
CLM-022009,Property,9069,18138,1296,324,0,2,yes
CLM-052488,Property,9444,18888,636,159,0,2,yes
CLM-016495,Property,9069,18138,108,27,0,2,yes
CLM-039095,Auto,7517,15034,936,234,0,2,yes
CLM-047939,Auto,7517,15034,156,39,0,2,yes
CLM-003707,Property,9069,18138,1284,321,0,2,yes
CLM-029081,Health,11586,23172,1260,315,0,2,yes
CLM-010960,Auto,7517,15034,156,39,0,2,yes
CLM-024106,Auto,7517,15034,876,219,0,2,yes
CLM-038604,Health,11586,23172,660,165,0,2,yes
CLM-016819,Property,9069,18138,984,246,0,2,yes
CLM-011154,Auto,7517,15034,120,30,0,2,yes
CLM-055759,Property,9069,18138,708,177,0,2,yes
CLM-014033,Health,11586,23172,600,150,0,2,yes
CLM-053021,Auto,7517,15034,780,195,0,2,yes
CLM-002010,Property,9444,18888,756,189,0,2,yes
CLM-051061,Property,10444,20888,108,27,0,2,yes
CLM-003414,Property,10444,20888,516,129,0,2,yes
CLM-050224,Property,9444,18888,1296,324,0,2,yes
CLM-007556,Liability,10698,21396,624,156,0,2,yes
CLM-032747,Auto,7517,15034,336,84,0,2,yes
CLM-023127,Health,11586,23172,72,18,0,2,yes
CLM-055510,Property,9069,18138,336,84,0,2,yes
CLM-005388,Auto,9942,19884,168,42,0,2,yes
CLM-053215,Property,8696,17392,732,183,0,2,yes
CLM-039698,Property,9069,18138,1068,267,0,2,yes
CLM-039258,Auto,7517,15034,96,24,0,2,yes
CLM-029050,Property,10444,20888,1236,309,0,2,yes
CLM-036779,Property,8696,17392,216,54,0,2,yes
CLM-002316,Auto,7517,15034,84,21,0,2,yes
CLM-003263,Property,9069,18138,1404,351,0,2,yes
CLM-016422,Liability,8251,16502,1320,330,0,2,yes
CLM-010395,Auto,7517,15034,720,180,0,2,yes
CLM-045067,Property,9069,18138,264,66,0,18,no
CLM-038466,Auto,7517,15034,48,12,0,2,yes
CLM-054333,Property,10444,20888,372,93,0,2,yes
CLM-058270,Auto,7517,15034,492,123,0,2,yes
CLM-032930,Property,8696,17392,216,54,0,2,yes
CLM-028793,Health,11586,23172,648,162,0,2,yes
CLM-049711,Property,10444,20888,108,27,0,2,yes
CLM-056055,Auto,9942,19884,1308,327,0,2,yes
CLM-010988,Auto,7517,15034,1272,318,0,2,yes
CLM-004403,Property,9444,18888,96,24,0,2,yes
CLM-040321,Property,9069,18138,1452,363,0,2,yes
CLM-023288,Property,9444,18888,1428,357,0,18,no
CLM-006769,Health,11586,23172,1272,318,0,18,no
CLM-054637,Health,11586,23172,1248,312,0,2,yes
CLM-051782,Auto,7517,15034,1272,318,0,2,yes
CLM-057420,Liability,8251,16502,1296,324,0,2,yes
CLM-030230,Property,9444,18888,444,111,0,2,yes
CLM-029240,Auto,7517,15034,780,195,0,18,no
CLM-036116,Property,9069,18138,384,96,0,2,yes
CLM-051176,Property,9069,18138,1236,309,0,2,yes
CLM-036214,Property,9444,18888,108,27,0,2,yes
CLM-058587,Health,11586,23172,1488,372,0,2,yes
CLM-032320,Health,11586,23172,144,36,0,2,yes
CLM-057715,Health,11586,23172,1296,324,0,2,yes
CLM-034138,Auto,7517,15034,804,201,0,2,yes
CLM-011763,Auto,7517,15034,12,3,0,2,yes
CLM-031014,Health,11586,23172,708,177,0,18,no
CLM-029389,Health,11586,23172,480,120,0,2,yes
CLM-058372,Auto,7517,15034,804,201,0,2,yes
CLM-048662,Property,9069,18138,1356,339,0,2,yes
CLM-009925,Health,11586,23172,228,57,0,2,yes
CLM-003036,Health,11586,23172,1428,357,0,2,yes
CLM-039290,Liability,8251,16502,804,201,0,2,yes
CLM-017648,Health,11586,23172,1332,333,0,2,yes
CLM-017011,Property,9069,18138,1488,372,0,2,yes
CLM-045976,Property,8696,17392,720,180,0,2,yes
CLM-054385,Liability,9069,18138,1368,342,0,2,yes
CLM-041795,Auto,7517,15034,300,75,0,2,yes
CLM-000833,Property,9069,18138,276,69,0,2,yes
CLM-016718,Property,9069,18138,948,237,0,2,yes
CLM-047408,Auto,7517,15034,456,114,0,2,yes
CLM-049300,Health,11586,23172,1032,258,0,2,yes
CLM-021264,Auto,7517,15034,876,219,0,2,yes
CLM-006712,Auto,7517,15034,168,42,0,18,no
CLM-040817,Property,9444,18888,1464,366,0,2,yes
CLM-024619,Property,9069,18138,1212,303,0,2,yes
CLM-056007,Auto,7517,15034,648,162,0,2,yes
CLM-044645,Health,11586,23172,468,117,0,2,yes
CLM-013778,Auto,7517,15034,60,15,0,2,yes
CLM-040491,Auto,7517,15034,324,81,0,18,no
CLM-055142,Auto,7517,15034,1128,282,0,2,yes
CLM-055488,Property,9069,18138,1068,267,0,18,no
CLM-017326,Health,11586,23172,1380,345,0,2,yes
CLM-031736,Auto,7517,15034,252,63,0,2,yes
CLM-005982,Property,9069,18138,816,204,0,2,yes
CLM-035957,Health,11586,23172,1212,303,0,2,yes
CLM-027614,Property,9069,18138,1224,306,0,2,yes
CLM-042383,Auto,7517,15034,108,27,0,2,yes
CLM-023084,Auto,7517,15034,1248,312,0,2,yes
CLM-030103,Health,11586,23172,96,24,0,2,yes
CLM-055527,Property,9069,18138,132,33,0,2,yes
CLM-000717,Liability,8251,16502,1464,366,0,2,yes
CLM-031183,Auto,9942,19884,1224,306,0,2,yes
CLM-048435,Property,9069,18138,636,159,0,2,yes
CLM-002970,Health,11586,23172,792,198,0,2,yes
CLM-008751,Auto,7517,15034,696,174,0,2,yes
CLM-041848,Auto,9942,19884,180,45,0,2,yes
CLM-006928,Health,11586,23172,108,27,0,2,yes
CLM-035391,Health,11586,23172,1080,270,0,2,yes
CLM-053917,Auto,7517,15034,636,159,0,2,yes
CLM-050717,Auto,7517,15034,1092,273,0,2,yes
CLM-026550,Auto,9942,19884,204,51,0,2,yes
CLM-023462,Property,9444,18888,1392,348,0,2,yes
CLM-024434,Property,9069,18138,1284,321,0,2,yes
CLM-006364,Auto,7517,15034,252,63,0,2,yes
CLM-041035,Auto,9942,19884,1452,363,0,2,yes
CLM-051675,Auto,7517,15034,72,18,0,2,yes
CLM-042483,Property,9069,18138,1260,315,0,2,yes
CLM-049904,Property,9444,18888,744,186,0,2,yes
CLM-009017,Property,9069,18138,72,18,0,2,yes
CLM-056497,Health,11586,23172,1032,258,0,2,yes
CLM-052227,Property,8696,17392,624,156,0,2,yes
CLM-014669,Health,11586,23172,432,108,0,2,yes
CLM-042314,Auto,7517,15034,768,192,0,2,yes
CLM-012212,Health,11586,23172,684,171,0,2,yes
CLM-033525,Auto,7517,15034,120,30,0,2,yes
CLM-034146,Health,11586,23172,1308,327,0,2,yes
CLM-030274,Auto,7517,15034,612,153,0,2,yes
CLM-025321,Auto,7517,15034,744,186,0,2,yes
CLM-027976,Auto,9942,19884,708,177,0,2,yes
CLM-019121,Auto,7517,15034,12,3,0,2,yes
CLM-028081,Health,11586,23172,492,123,0,2,yes
CLM-008331,Liability,8251,16502,264,66,0,2,yes
CLM-001655,Property,8696,17392,1296,324,0,2,yes
CLM-037436,Property,8696,17392,348,87,0,2,yes
CLM-040254,Property,9069,18138,612,153,0,2,yes
CLM-010398,Property,9069,18138,1464,366,0,18,no
CLM-038788,Auto,7517,15034,744,186,0,2,yes
CLM-038708,Property,9069,18138,672,168,0,2,yes
CLM-013853,Health,11586,23172,1332,333,0,2,yes
CLM-026092,Auto,7517,15034,108,27,0,2,yes
CLM-030879,Health,11586,23172,1488,372,0,2,yes
CLM-038783,Property,9069,18138,1440,360,0,2,yes
CLM-023044,Property,9444,18888,120,30,0,2,yes
CLM-046926,Health,11586,23172,120,30,0,2,yes
CLM-057473,Auto,7517,15034,1032,258,0,2,yes
CLM-031650,Health,11586,23172,60,15,0,2,yes
CLM-030904,Property,8696,17392,1104,276,0,2,yes
CLM-000776,Auto,9942,19884,444,111,0,2,yes
CLM-017651,Property,9069,18138,1452,363,0,2,yes
CLM-031037,Property,9069,18138,324,81,0,2,yes
CLM-029954,Auto,7773,15546,1116,279,0,2,yes
CLM-023844,Property,10444,20888,672,168,0,2,yes
CLM-023276,Property,8696,17392,1368,342,0,2,yes
CLM-037086,Auto,7517,15034,624,156,0,2,yes
CLM-048819,Health,11586,23172,1212,303,0,2,yes
CLM-024131,Liability,9069,18138,1440,360,0,2,yes
CLM-036425,Auto,7517,15034,228,57,0,2,yes
CLM-019891,Health,11586,23172,1488,372,0,2,yes
CLM-057942,Liability,8251,16502,636,159,0,18,no
CLM-008057,Health,11586,23172,312,78,0,2,yes
CLM-044342,Health,11586,23172,24,6,0,2,yes
CLM-029989,Auto,7773,15546,168,42,0,2,yes
CLM-005117,Property,9069,18138,1044,261,0,2,yes
CLM-037442,Property,9069,18138,408,102,0,2,yes
CLM-007203,Health,11586,23172,108,27,0,2,yes
CLM-017788,Health,11586,23172,1200,300,0,18,no
CLM-017433,Auto,7517,15034,444,111,0,2,yes
CLM-027368,Liability,8251,16502,432,108,0,2,yes
CLM-022791,Health,11586,23172,336,84,0,2,yes
CLM-047176,Auto,7517,15034,1140,285,0,2,yes
CLM-040997,Health,11586,23172,1248,312,0,2,yes
CLM-034464,Liability,8251,16502,1380,345,0,2,yes
CLM-003545,Property,9069,18138,720,180,0,2,yes
CLM-046258,Auto,7517,15034,24,6,0,18,no
CLM-027671,Health,11586,23172,1380,345,0,2,yes
CLM-020861,Property,9444,18888,1500,375,0,2,yes
CLM-002131,Property,9069,18138,408,102,0,2,yes
CLM-033365,Property,9069,18138,1236,309,0,2,yes
CLM-021855,Property,8696,17392,120,30,0,2,yes
CLM-011118,Property,9069,18138,336,84,0,2,yes
CLM-001852,Auto,7517,15034,108,27,0,2,yes
CLM-000043,Property,10444,20888,1008,252,0,2,yes
CLM-031974,Health,11586,23172,1392,348,0,2,yes
CLM-009966,Property,9069,18138,1272,318,0,2,yes
CLM-020578,Property,9069,18138,1284,321,0,2,yes
CLM-042798,Property,9069,18138,1212,303,0,2,yes
CLM-048646,Health,11586,23172,1248,312,0,2,yes
CLM-012179,Health,11586,23172,1284,321,0,2,yes
CLM-005986,Health,11586,23172,1272,318,0,18,no
CLM-036065,Property,9069,18138,1332,333,0,2,yes
CLM-011497,Property,9069,18138,300,75,0,2,yes
CLM-013117,Liability,9069,18138,1284,321,0,2,yes
CLM-029978,Property,10444,20888,108,27,0,2,yes
CLM-010417,Auto,7517,15034,612,153,0,2,yes
CLM-013528,Property,9069,18138,684,171,0,18,no
CLM-038346,Auto,7773,15546,684,171,0,2,yes
CLM-008134,Property,9444,18888,672,168,0,2,yes
CLM-038682,Liability,8251,16502,264,66,0,2,yes
CLM-025802,Auto,7517,15034,924,231,0,2,yes
CLM-010735,Liability,8251,16502,1080,270,0,2,yes
CLM-006445,Auto,7517,15034,72,18,0,2,yes
CLM-030164,Auto,7517,15034,1344,336,0,18,no
CLM-014559,Health,11586,23172,1272,318,0,2,yes
CLM-015152,Liability,8251,16502,1380,345,0,2,yes
CLM-004233,Auto,7517,15034,48,12,0,2,yes
CLM-011732,Health,11586,23172,108,27,0,2,yes
CLM-022213,Property,9069,18138,420,105,0,2,yes
CLM-016382,Property,8696,17392,1308,327,0,2,yes
CLM-043637,Liability,9069,18138,156,39,0,2,yes
CLM-029344,Liability,8251,16502,1272,318,0,2,yes
CLM-049455,Liability,8251,16502,1464,366,0,2,yes
CLM-044886,Auto,7517,15034,60,15,0,2,yes
CLM-016410,Property,9069,18138,1116,279,0,2,yes
CLM-052345,Auto,7773,15546,300,75,0,2,yes
CLM-019642,Auto,7517,15034,252,63,0,2,yes
CLM-006224,Property,8696,17392,804,201,0,2,yes
CLM-039872,Property,9444,18888,1104,276,0,2,yes
CLM-009258,Health,11586,23172,1356,339,0,2,yes
CLM-002358,Health,11586,23172,108,27,0,2,yes
CLM-054784,Property,9069,18138,1044,261,0,18,no
CLM-011424,Property,9069,18138,1380,345,0,2,yes
CLM-008738,Auto,7773,15546,1356,339,0,2,yes
CLM-019372,Health,11586,23172,456,114,0,2,yes
CLM-028036,Property,9069,18138,444,111,0,2,yes
CLM-048709,Health,11586,23172,900,225,0,2,yes
CLM-055920,Auto,7517,15034,1284,321,0,2,yes
CLM-014648,Health,11586,23172,1440,360,0,18,no
CLM-048752,Liability,8251,16502,1272,318,0,2,yes
CLM-003190,Auto,7517,15034,1212,303,0,2,yes
CLM-002349,Property,10444,20888,96,24,0,2,yes
CLM-036236,Property,9069,18138,864,216,0,2,yes
CLM-013842,Property,9069,18138,1008,252,0,2,yes
CLM-015433,Property,9069,18138,1236,309,0,2,yes
CLM-021758,Property,9069,18138,1224,306,0,2,yes
CLM-054457,Auto,7517,15034,72,18,0,2,yes
CLM-029910,Health,11586,23172,144,36,0,2,yes
CLM-021714,Auto,7517,15034,48,12,0,2,yes
CLM-001353,Health,11586,23172,756,189,0,2,yes
CLM-024020,Property,9069,18138,96,24,0,2,yes
CLM-019536,Auto,7517,15034,384,96,0,2,yes
CLM-042567,Auto,7517,15034,24,6,0,2,yes
CLM-012496,Auto,7517,15034,720,180,0,2,yes
CLM-043600,Health,11586,23172,516,129,0,2,yes
CLM-027173,Property,8696,17392,1284,321,0,2,yes
CLM-026791,Property,9069,18138,1428,357,0,2,yes
CLM-052155,Auto,7773,15546,408,102,0,2,yes
CLM-030985,Health,11586,23172,948,237,0,18,no
CLM-037914,Property,9069,18138,1452,363,0,18,no
CLM-024732,Auto,7517,15034,672,168,0,2,yes
CLM-019668,Health,11586,23172,1308,327,0,2,yes
CLM-022328,Liability,8251,16502,108,27,0,2,yes
CLM-034954,Property,9069,18138,120,30,0,2,yes
CLM-031542,Health,11586,23172,1440,360,0,2,yes
CLM-009396,Property,8696,17392,516,129,0,2,yes
CLM-027811,Auto,7517,15034,168,42,0,2,yes
CLM-002672,Auto,7517,15034,804,201,0,2,yes
CLM-000287,Health,11586,23172,1344,336,0,2,yes
CLM-013503,Auto,7517,15034,288,72,0,2,yes
CLM-025341,Health,11586,23172,732,183,0,18,no
CLM-038815,Auto,7517,15034,468,117,0,2,yes
CLM-004667,Auto,7517,15034,48,12,0,2,yes
CLM-029404,Property,9069,18138,1164,291,0,2,yes
CLM-018713,Property,9069,18138,888,222,0,2,yes
CLM-009274,Liability,8251,16502,1200,300,0,2,yes
CLM-025101,Property,8696,17392,828,207,0,2,yes
CLM-016991,Health,11586,23172,1380,345,0,2,yes
CLM-055716,Auto,7517,15034,840,210,0,2,yes
CLM-036047,Property,9444,18888,624,156,0,2,yes
CLM-017716,Property,10444,20888,12,3,0,2,yes
CLM-050269,Health,11586,23172,120,30,0,2,yes
CLM-042024,Property,9069,18138,1416,354,0,2,yes
CLM-028946,Property,8696,17392,1308,327,0,2,yes
CLM-017436,Property,9069,18138,1356,339,0,2,yes
CLM-048342,Health,11586,23172,924,231,0,2,yes
CLM-023426,Health,11586,23172,1140,285,0,2,yes
CLM-003242,Health,11586,23172,1332,333,0,2,yes
CLM-001305,Property,8696,17392,1380,345,0,2,yes
CLM-029335,Auto,7773,15546,1236,309,0,2,yes
CLM-022498,Property,9069,18138,120,30,0,2,yes
CLM-055399,Health,11586,23172,300,75,0,2,yes
CLM-005301,Auto,7517,15034,60,15,0,2,yes
CLM-011119,Property,9069,18138,900,225,0,2,yes
CLM-020705,Property,9069,18138,108,27,0,2,yes
CLM-049883,Auto,7517,15034,228,57,0,2,yes
CLM-052290,Property,8696,17392,108,27,0,18,no
CLM-025270,Health,11586,23172,1356,339,0,18,no
CLM-035717,Property,9069,18138,684,171,0,18,no
CLM-017515,Property,8696,17392,960,240,0,2,yes
CLM-024798,Liability,9069,18138,768,192,0,2,yes
